root_id	supervoxel_id	side	soma_division	class	type	lineage	group	manc_group	cell_id
648518346504013152	73467443628303421	R	brain	descending	DNp10		73467443628303421	10732	10807
648518346492770478	73326706139855581	L	brain	descending	DNp10		73467443628303421	10732	10526
648518346487220371	73537812439519078	R	brain	descending	DNg79		73537812439519078	15576	10997
648518346477792749	73326706139976521	L	brain	descending	DNg79		73537812439519078	15576	10551
648518346490152714	73537812439513929	R	brain	descending	DNg79		73537812439519078	15576	11119
648518346483058340	73326706140037214	L	brain	descending	DNg79		73537812439519078	15576	10592
648518346486422733	73537812372766905	R	brain	descending	DNp47		73537812372766905	13226	10990
648518346481341285	73256337395799250	L	brain	descending	DNp47		73537812372766905	13226	10276
648518346512050990	73537812439483533	R	brain	descending	aSP22		73537812439483533	11071	10911
648518346494232199	73256337395807047	L	brain	descending	aSP22		73537812439483533	11071	10298
648518346499268443	73467443695136228	R	brain	descending	DNb09		73467443695136228	12167	10862
648518346479276498	73256337395643707	L	brain	descending	DNb09		73467443695136228	12167	10495
648518346486070152	73467443628506973	R	brain	descending	DNxn171		73467443628506973	21807	10855
648518346521590777	73256337328846115	L	brain	descending	DNxn171		73467443628506973	21807	10494
648518346495991101	73537812372401046	R	brain	descending	DNxn169		73537812372401046	24186	10909
648518346503750817	73256337328965023	L	brain	descending	DNxn169		73537812372401046	24186	10503
648518346511103029	73537812372387696	R	brain	descending	DNp41		73537812372387696	17630	10874
648518346501760874	73537812372400984	R	brain	descending	DNp41		73537812372387696	17630	10888
648518346486152096	73326706072934813	L	brain	descending	DNp41		73537812372387696	17630	10534
648518346472924260	73326706072997623	L	brain	descending	DNp41		73537812372387696	17630	10527
648518346496360055	73537812305427125	R	brain	descending	DNp73		73537812305427125	10663	10910
648518346479102865	73256337328779074	L	brain	descending	DNp73		73537812305427125	10663	10508
648518346507258745	73537812305387218	R	brain	descending	DNxn176		73537812305387218	11573	11109
648518346486561071	73256337328591072	L	brain	descending	DNxn176		73537812305387218	11573	10395
648518346502329255	73537812171247980	R	brain	descending	DNxn174		73537812171247980	15499	10932
648518346497920410	73326706005809939	L	brain	descending	DNxn174		73537812171247980	15499	10546
648518346507123743	73467443426904769	R	brain	descending	DNp05		73467443426904769	11588	10830
648518346485805764	73256337261624979	L	brain	descending	DNp05		73467443426904769	11588	10452
648518346476882120	73537812171329188	R	brain	descending	DNxn142		73537812171329188	10639	10881
648518346474455746	73256337261647773	L	brain	descending	DNxn142		73537812171329188	10639	10490
648518346493807758	73537812238286125	R	brain	descending	DNp18		73537812238286125	10012	10952
648518346472175922	73256337261727041	L	brain	descending	DNp18		73537812238286125	10012	10515
648518346472925540	73537812171266863	R	brain	descending	DNxn121		73537812171266863	17871	11076
648518346485033117	73256337261604407	L	brain	descending	DNxn121		73537812171266863	17871	10264
648518346488824554	73537812171426745	R	brain	descending	DNxn119		73537812171426745	20647	11022
648518346531194906	73256337261701706	L	brain	descending	DNxn119		73537812171426745	20647	10311
648518346496654132	73537812305427261	R	brain	descending	DNxn119		73537812305427261	20647	11009
648518346487319187	73256337261722569	L	brain	descending	DNxn119		73537812305427261	20647	10438
648518346526144727	73256337261661580	L	brain	descending	DNit991		0	0	10393
648518346498307860	73537812238512257	R	brain	descending	DNp19		73537812238512257	11684	10956
648518346501447768	73256337261715629	L	brain	descending	DNp19		73537812238512257	11684	10459
648518346496964012	73537812238239901	R	brain	descending	DNxn102		73537812238239901	13239	10885
648518346509133434	73326706072846346	L	brain	descending	DNxn102		73537812238239901	13239	10521
648518346499232094	73467443427032331	R	brain	descending	DNxn010		73467443427032331	12973	10864
648518346491529233	73256337261490787	L	brain	descending	DNxn010		73467443427032331	12973	10481
648518346485807556	73467443426922033	R	brain	descending	DNb07		73467443426922033	11637	10803
648518346517643368	73326706005776047	L	brain	descending	DNb07		73467443426922033	11637	10571
648518346497046145	73256337261632464	L	brain	descending	DNb04		73256337261632464	17989	10410
648518346495569003	73537812171207731	R	brain	descending	DNb04		73256337261632464	17989	10887
648518346501200472	73467443426907114	R	brain	descending	DNxn009		73467443426907114	14939	10813
648518346507153439	73326706005698690	L	brain	descending	DNxn009		73467443426907114	14939	10524
648518346504456940	73467443628315935	R	brain	descending	DNxn124		73467443628315935	11286	10796
648518346491963154	73326706073112577	L	brain	descending	DNxn124		73467443628315935	11286	10575
648518346464944245	73397074884090434	R	brain	descending	DNp63		73397074884090434	14522	10719
648518346480277462	73397074817212522	L	brain	descending	DNp63		73397074884090434	14522	10657
648518346500936470	73537812171063996	R	brain	descending	DNut040		73537812171063996	10269	10964
648518346497841818	73256337261514075	L	brain	descending	DNut040		73537812171063996	10269	10369
648518346513890841	73467443427003665	R	brain	descending	DNxn125		73467443427003665	10719	10859
648518346497042049	73256337261488167	L	brain	descending	DNxn125		73467443427003665	10719	10507
648518346486152352	73467443427085036	R	brain	descending	DNa07		73467443427085036	25786	10841
648518346493068352	73326706072774488	L	brain	descending	DNa07		73467443427085036	25786	10547
648518346498258770	73467443359579720	R	brain	descending	DNa10		73467443359579720	10506	10818
648518346495435938	73326706005771540	L	brain	descending	DNa10		73467443359579720	10506	10606
648518346470309374	73467443359761512	R	brain	descending	DNp31		73467443359761512	10428	10867
648518346480133030	73326706005746426	L	brain	descending	DNp31		73467443359761512	10428	10574
648518346490023963	73256337261582656	L	brain	descending	DNp51		73256337261582656	17862	10488
648518346493059648	73537812171253417	R	brain	descending	DNp51		73256337261582656	17862	10897
648518346494730667	73537812171292198	R	brain	descending	DNxn136		0	17777	10928
648518346490843309	73467443494094767	R	brain	descending	DNg42		73467443494094767	18431	10861
648518346486658457	73326706072859042	L	brain	descending	DNg42		73467443494094767	18431	10533
648518346500543413	73256337395614176	L	brain	descending	DNg71		73256337395614176	15546	10510
648518346478552404	73537812305349177	R	brain	descending	DNg71		73256337395614176	15546	10951
648518346495642000	73537812238182142	R	brain	descending	DNxn112		73537812238182142	28396	10967
648518346504284908	73256337261699103	L	brain	descending	DNxn112		73537812238182142	28396	10391
648518346517640296	73537812238166332	R	brain	descending	DNxn104		73537812238166332	45523	10974
648518346474413762	73256337261683724	L	brain	descending	DNxn104		73537812238166332	45523	10396
648518346495189942	73256337261681134	L	brain	descending	DNxn112		73256337261681134	28396	10406
648518346474415042	73467443426895305	R	brain	descending	DNxn112		73256337261681134	28396	10804
648518346501160333	73608180982405131	R	brain	descending	DNg91		73608180982405131	12792	11203
648518346478454900	73185968584194992	L	brain	descending	DNg91		73608180982405131	12792	10175
648518346477672087	73467443427020181	R	brain	descending	DNa09		73467443427020181	12259	10852
648518346481212815	73256337261522049	L	brain	descending	DNa09		73467443427020181	12259	10467
648518346498982721	73537812171118061	R	brain	descending	DNxn123		73537812171118061	12155	10939
648518346483955861	73256337261498655	L	brain	descending	DNxn123		73537812171118061	12155	10420
648518346484727709	73537812305331345	R	brain	descending	DNp40		73537812305331345	13688	11025
648518346495523947	73256337328764202	L	brain	descending	DNp40		73537812305331345	13688	10489
648518346491960364	73537812171161138	R	brain	descending	DNp28		73537812171161138	12974	10894
648518346499136862	73256337261688786	L	brain	descending	DNp28		73537812171161138	12974	10422
648518346515455226	73537812238306208	R	brain	descending	DNg99		73537812238306208	10937	10899
648518346494254583	73326706005760128	L	brain	descending	DNg99		73537812238306208	10937	10548
648518346484040743	73467443427057782	R	brain	descending	DNp57		73467443427057782	14194	10761
648518346498376176	73397074749821476	L	brain	descending	DNp57		73467443427057782	14194	10658
648518346518221398	73326706072869270	L	brain	descending	DNxn122		73326706072869270	12696	10567
648518346476796176	73467443427008502	R	brain	descending	DNxn122		73326706072869270	12696	10814
648518346481382757	73326706072881081	L	brain	descending	DNb01		73326706072881081	12020	10605
648518346464968565	73467443426998428	R	brain	descending	DNb01		73326706072881081	12020	10793
648518346494725795	73467443426992788	R	brain	descending	DNxn118		73467443426992788	22004	10817
648518346479704564	73326706072760441	L	brain	descending	DNxn118		73467443426992788	22004	10539
648518346479279058	73467443494030107	R	brain	descending	DNa03		73467443494030107	25683	10851
648518346474413250	73326706072908255	L	brain	descending	DNa03		73467443494030107	25683	10573
648518346491925615	73326706072810643	L	brain	descending	DNa15		73326706072810643	10621	10554
648518346479300827	73467443561385346	R	brain	descending	DNa15		73326706072810643	10621	10856
648518346475390132	73326706072704886	L	brain	descending	DNut037		73326706072704886	12683	10537
648518346509018234	73467443427032419	R	brain	descending	DNut037		73326706072704886	12683	10848
648518346515100487	73467443426863617	R	brain	descending	DNut060		73467443426863617	10633	10834
648518346494742005	73326706005611771	L	brain	descending	DNut060		73467443426863617	10633	10562
648518346489897499	73326706005766997	L	brain	descending	DNa05		73326706005766997	12275	10564
648518346495288399	73467443359583822	R	brain	descending	DNa05		73326706005766997	12275	10801
648518346494703267	73467443494185945	R	brain	descending	DNa04		73467443494185945	11123	10868
648518346490530045	73256337194179847	L	brain	descending	DNa04		73467443494185945	11123	10504
648518346495942502	73256337261606637	L	brain	descending	DNxn999		73537812171329357	0	10518
648518346499624147	73537812171329357	R	brain	descending	DNxn999		73537812171329357	0	11126
648518346475736802	73326706005863892	L	brain	descending	DNp26		73326706005863892	10681	10531
648518346511814079	73467443426978684	R	brain	descending	DNp26		73326706005863892	10681	10824
648518346494625781	73467443494025226	R	brain	descending	DNp03		73467443494025226	12136	10860
648518346517438244	73326706005782977	L	brain	descending	DNp03		73467443494025226	12136	10532
648518346472410633	73256337328776575	L	brain	descending	DNut042		73256337328776575	26467	10386
648518346486941667	73256337328678065	L	brain	descending	DNut042		73256337328776575	26467	10367
648518346491521192	73256337328812696	L	brain	descending	DNut042		73256337328776575	26467	10384
648518346492176511	73256337328678119	L	brain	descending	DNut042		73256337328776575	26467	10394
648518346518253142	73256337328680527	L	brain	descending	DNut042		73256337328776575	26467	10405
648518346486161321	73256337328683014	L	brain	descending	DNut042		73256337328776575	26467	10382
648518346478850511	73256337328685589	L	brain	descending	DNut042		73256337328776575	26467	10383
648518346479131344	73256337328690761	L	brain	descending	DNut042		73256337328776575	26467	10392
648518346514078942	73537812305479590	R	brain	descending	DNut042		73256337328776575	26467	11072
648518346476468598	73537812305498360	R	brain	descending	DNut042		73256337328776575	26467	11091
648518346484041255	73537812305498386	R	brain	descending	DNut042		73256337328776575	26467	11101
648518346489319621	73537812372480371	R	brain	descending	DNut042		73256337328776575	26467	11013
648518346501223256	73537812305538751	R	brain	descending	DNut042		73256337328776575	26467	10979
648518346491415238	73537812372211282	R	brain	descending	DNut042		73256337328776575	26467	11003
648518346501885034	73537812372418483	R	brain	descending	DNut042		73256337328776575	26467	11015
648518346474403778	73537812372452750	R	brain	descending	DNut042		73256337328776575	26467	10992
648518346478552148	73537812372465120	R	brain	descending	DNut042		73256337328776575	26467	11007
648518346494747826	73256337328680505	L	brain	descending	DNxn998		73256337328680505	0	10445
648518346474403522	73537812372445461	R	brain	descending	DNxn998		73256337328680505	0	10977
648518346472409353	73537812305508400	R	brain	descending	DNxn109		73256337328723314	30538	11081
648518346474064493	73537812305479623	R	brain	descending	DNxn109		73256337328723314	30538	11020
648518346479694836	73537812305481870	R	brain	descending	DNxn109		73256337328723314	30538	11066
648518346515464698	73256337328723314	L	brain	descending	DNxn109		73256337328723314	30538	10425
648518346502743795	73256337328776699	L	brain	descending	DNxn109		73256337328723314	30538	10385
648518346496189559	73256337328668163	L	brain	descending	DNxn109		73256337328723314	30538	10413
648518346487876688	73256337328838583	L	brain	descending	DNxn109		73256337328723314	30538	10457
648518346497123713	73256337328635665	L	brain	descending	DNxn109		73256337328723314	30538	10349
648518346498168914	73256337328390279	L	brain	descending	DNg11		73256337261746855	23026	10247
648518346486555951	73256337261746855	L	brain	descending	DNg11		73256337261746855	23026	10245
648518346494759818	73256337328665465	L	brain	descending	DNg11		73256337261746855	23026	10439
648518346515464954	73537812171308353	R	brain	descending	DNg11		73256337261746855	23026	11090
648518346480202299	73537812305517438	R	brain	descending	DNg11		73256337261746855	23026	11121
648518346495990333	73537812238328330	R	brain	descending	DNp17		73256337261790283	26587	11084
648518346491768715	73537812305461664	R	brain	descending	DNp17		73256337261790283	26587	11124
648518346500992534	73537812238308764	R	brain	descending	DNp17		73256337261790283	26587	11030
648518346499567941	73537812238268188	R	brain	descending	DNp17		73256337261790283	26587	11062
648518346493798286	73537812305441358	R	brain	descending	DNp17		73256337261790283	26587	11079
648518346480199483	73537812305484269	R	brain	descending	DNp17		73256337261790283	26587	11112
648518346515587658	73256337261790283	L	brain	descending	DNp17		73256337261790283	26587	10314
648518346493803918	73256337261707139	L	brain	descending	DNp17		73256337261790283	26587	10285
648518346500563379	73256337328391101	L	brain	descending	DNp17		73256337261790283	26587	10300
648518346489922331	73256337261709773	L	brain	descending	DNp17		73256337261790283	26587	10299
648518346493688945	73256337328387764	L	brain	descending	DNp17		73256337261790283	26587	10313
648518346478505076	73256337261885528	L	brain	descending	DNp17		73256337261790283	26587	10291
648518346493715057	73256337328563709	L	brain	descending	DNp17		73256337261790283	26587	10327
648518346499820355	73537812171200393	R	brain	descending	DNxn997		73256337261715623	0	10926
648518346493066304	73256337261715623	L	brain	descending	DNxn997		73256337261715623	0	10263
648518346514068267	73537812238135523	R	brain	descending	DNxn997		73256337261715623	0	10976
648518346489563517	73256337328391648	L	brain	descending	DNxn988		0	0	10331
